Date;Return_incD;Return_excD
19500911;-0.007569;-0.007569
19500912;0.015194;0.015194
19500913;0.012479;0.01212
19500914;0.004167;0.004167
19500915;0.005679;0.005609
19500918;0.003802;0.003802
19500919;-0.0031;-0.003141
19500920;-0.005198;-0.005198
19500921;0.008758;0.008758
19500922;0.003477;0.003477
19500925;-0.00061;-0.00061
19500926;-0.015695;-0.015695
19500927;0.015024;0.014456
19500928;0.000304;0.000287
19500929;0.001417;0.001417
19501002;0.012911;0.012911
19501003;-0.001808;-0.001883
19501004;0.017203;0.017203
19501005;-0.005937;-0.005937
19501006;0.011682;0.011682
19501007;0.002024;0.002024
19501009;-0.008381;-0.008406
19501010;-0.01043;-0.01043
19501011;0.004152;0.004105
19501013;-0.000205;-0.000205
19501014;-0.006729;-0.006729
19501016;-0.000653;-0.000653
19501017;0.009338;0.009338
19501018;0.006797;0.006466
19501019;0.000574;0.000394
19501020;-0.003183;-0.003183
19501021;0.002859;0.002859
19501023;-0.002279;-0.002676
19501024;0.005847;0.005783
19501025;-0.001803;-0.002235
19501026;-0.022198;-0.022198
19501027;0.008418;0.008418
19501028;0.001437;0.001437
19501030;-0.010104;-0.010176
19501031;-0.003615;-0.003615
19501101;0.002106;0.001522
19501102;0.009577;0.008544
19501103;0.005587;0.005551
19501104;-0.003633;-0.003633
19501106;-0.019531;-0.021391
19501108;0.016539;0.01109
19501109;0.012093;0.012093
19501110;0.00729;0.007261
19501113;0.004328;0.003301
19501114;0.001787;-0.00607
19501115;-0.00188;-0.00188
19501116;-0.003652;-0.0047
19501117;0.007663;0.007413
19501118;0.004696;0.004696
19501120;-0.000825;-0.001279
19501121;-0.002676;-0.003202
19501122;0.014843;0.014429
19501124;0.008097;0.008097
19501125;-0.002168;-0.002168
19501127;-0.005184;-0.005184
19501128;-0.029764;-0.030724
19501129;-0.009023;-0.009718
19501130;0.007338;0.007268
19501201;0.008654;0.008344
19501202;-0.006552;-0.006552
19501204;-0.027676;-0.027676
19501205;0.016918;0.016708
19501206;0.009995;0.008166
19501207;-0.002325;-0.002829
19501208;0.001745;0.001745
19501209;0.005477;0.005477
19501211;0.01117;0.01117
19501212;-0.002042;-0.002042
19501213;0.000088;-0.000374
19501214;-0.012356;-0.012356
19501215;-0.004999;-0.004999
19501216;0.0177;0.0177
19501218;0.009955;0.009915
19501219;0.006365;0.006365
19501220;0.001085;0.000951
19501221;0.000099;-0.000012
19501222;0.004184;0.004184
19501226;-0.00793;-0.00793
19501227;0.019755;0.019025
19501228;0.004351;0.004333
19501229;0.001821;0.001779
19501230;-0.000327;-0.000327
19510102;0.017554;0.017554
19510103;-0.00333;-0.003401
19510104;0.008199;0.008199
19510105;0.000238;0.000238
19510106;-0.000019;-0.000019
19510108;0.005562;0.005562
19510109;0.006314;0.006291
19510110;-0.013045;-0.013223
19510111;0.017063;0.017018
19510112;-0.003751;-0.003751
19510113;0.000785;0.000785
19510115;0.008164;0.008164
19510116;0.008541;0.008541
19510117;0.004508;0.004201
19510118;-0.006885;-0.00694
19510119;-0.001739;-0.001739
19510120;0.00216;0.00216
19510122;-0.010976;-0.010976
19510123;0.003864;0.003514
19510124;-0.004691;-0.004848
19510125;-0.005972;-0.005972
19510126;0.011088;0.011088
19510127;0.013004;0.013004
19510129;0.006808;0.006808
19510130;0.003671;0.003597
19510131;-0.002955;-0.003408
19510201;0.005489;0.00498
19510202;0.009117;0.009117
19510203;0.005412;0.005412
19510205;0.005533;0.005533
19510206;-0.002518;-0.003917
19510207;-0.003949;-0.005743
19510208;0.005768;0.004685
19510209;0.003552;0.003517
19510210;0.001744;0.001744
19510213;0.001238;-0.001719
19510214;-0.002585;-0.002806
19510215;-0.005445;-0.005895
19510216;0.005872;0.005872
19510217;0.000936;0.000936
19510219;-0.014827;-0.01494
19510220;-0.001255;-0.001522
19510221;0.003262;0.002689
19510223;0.002308;0.002308
19510224;0.002043;0.002043
19510226;-0.001344;-0.001361
19510227;-0.007744;-0.008286
19510228;0.002059;0.001854
19510301;0.003015;0.002577
19510302;0.004068;0.003926
19510303;0.00033;0.00033
19510305;-0.007367;-0.007399
19510306;0.000004;-0.000046
19510307;0.003589;0.003169
19510308;0.004219;0.004202
19510309;0.000056;-0.0001
19510310;-0.001626;-0.001626
19510312;-0.009803;-0.009803
19510313;-0.013814;-0.014018
19510314;-0.007908;-0.007983
19510315;0.002384;0.002384
19510316;0.016865;0.016865
19510317;0.001359;0.001359
19510319;-0.005309;-0.00534
19510320;-0.001638;-0.001685
19510321;0.005931;0.005721
19510322;0.003435;0.003435
19510324;-0.012699;-0.012699
19510326;0.00321;0.00321
19510327;-0.000821;-0.000996
19510328;-0.0119;-0.012077
19510329;0.003797;0.003777
19510330;0.007129;0.00709
19510331;-0.003644;-0.003644
19510402;-0.003854;-0.003854
19510403;-0.003269;-0.003338
19510404;0.00766;0.00766
19510405;0.013934;0.01392
19510406;0.001418;0.001418
19510407;-0.001966;-0.001966
19510409;0.000151;0.000151
19510410;-0.002114;-0.002136
19510411;-0.000528;-0.000528
19510412;0.009629;0.00958
19510413;0.012503;0.012503
19510414;0.005023;0.005023
19510416;-0.006971;-0.006971
19510417;0.002343;0.002266
19510418;0.002544;0.00188
19510419;-0.004562;-0.004616
19510420;-0.000333;-0.000333
19510421;0.000691;0.000691
19510423;-0.000242;-0.000242
19510424;-0.004313;-0.004313
19510425;0.000841;0.00069
19510426;0.009095;0.009095
19510427;0.010171;0.010099
19510428;0.001614;0.001614
19510430;-0.00028;-0.00028
19510501;0.00437;0.00437
19510502;0.005347;0.004253
19510503;0.010164;0.009353
19510504;-0.002412;-0.002412
19510505;-0.003435;-0.003435
19510507;-0.002518;-0.002518
19510508;0.001928;-0.001022
19510509;0.001617;0.001518
19510510;-0.005653;-0.005653
19510511;-0.007513;-0.008057
19510512;-0.005416;-0.005416
19510514;-0.001145;-0.001717
19510515;-0.016403;-0.019106
19510516;-0.002964;-0.002982
19510517;0.010662;0.010156
19510518;-0.018384;-0.018384
19510519;0.001403;0.001403
19510521;-0.004328;-0.004346
19510522;-0.004909;-0.004909
19510523;-0.008906;-0.009254
19510524;-0.005251;-0.00548
19510525;-0.000407;-0.000407
19510526;0.002451;0.002451
19510528;0.005216;0.005198
19510529;0.008497;0.007729
19510531;0.007957;0.007596
19510601;-0.001334;-0.001765
19510604;-0.011542;-0.011574
19510605;0.004558;0.004558
19510606;0.00808;0.007544
19510607;0.004375;0.004319
19510608;-0.003375;-0.003453
19510611;0.005649;0.005649
19510612;-0.0056;-0.0056
19510613;0.002567;0.002313
19510614;0.012778;0.012778
19510615;0.009443;0.009443
19510618;0.000181;0.00015
19510619;-0.001411;-0.001411
19510620;-0.005606;-0.005903
19510621;-0.005418;-0.005418
19510622;-0.010656;-0.010656
19510625;-0.01319;-0.01319
19510626;0.000611;0.000611
19510627;0.00362;0.003251
19510628;-0.012272;-0.012491
19510629;-0.007006;-0.007047
19510702;0.006897;0.006826
19510703;0.006537;0.006519
19510705;0.01962;0.019552
19510706;-0.000261;-0.000261
19510709;0.004037;0.004037
19510710;-0.005044;-0.005066
19510711;0.002717;0.002717
19510712;0.005369;0.005321
19510713;0.008526;0.008526
19510716;-0.01182;-0.01182
19510717;0.009361;0.009283
19510718;-0.001658;-0.002112
19510719;-0.001335;-0.001389
19510720;0.001964;0.001964
19510723;0.010229;0.010229
19510724;0.015313;0.015313
19510725;-0.005213;-0.005213
19510726;0.007152;0.007152
19510727;0.002906;0.002906
19510730;0.004286;0.004215
19510731;-0.010326;-0.010326
19510801;0.006068;0.005527
19510802;0.01379;0.013313
19510803;0.001254;0.001041
19510806;0.007785;0.007785
19510807;0.000356;0.000356
19510808;-0.000214;-0.004392
19510809;-0.003969;-0.003969
19510810;-0.002422;-0.002422
19510813;0.000507;-0.000053
19510814;-0.001677;-0.004313
19510815;0.004859;0.004625
19510816;0.004367;0.003621
19510817;0.00283;0.002519
19510820;-0.000622;-0.000638
19510821;-0.004227;-0.004227
19510822;-0.004263;-0.004319
19510823;0.007183;0.006969
19510824;-0.000879;-0.000879
19510827;-0.001582;-0.001582
19510828;0.00224;0.00224
19510829;0.00926;0.008496
19510830;0.006975;0.006549
19510831;0.001927;0.00172
19510904;0.000264;0.000264
19510905;0.006481;0.005854
19510906;0.002964;0.002748
19510907;0.002721;0.002705
19510910;0.003164;0.003164
19510911;-0.005196;-0.005196
19510912;0.005102;0.004768
19510913;0.004628;0.004628
19510914;-0.000366;-0.000366
19510917;-0.002791;-0.002791
19510918;-0.001838;-0.001838
19510919;0.000118;-0.000072
19510920;0.000208;0.000208
19510921;-0.006903;-0.006903
19510924;-0.004296;-0.004296
19510925;0.003937;0.003937
19510926;0.000756;0.000485
19510927;-0.005557;-0.005557
19510928;-0.000552;-0.000572
19511001;0.009002;0.008949
19511002;0.007259;0.007259
19511003;0.006464;0.006402
19511004;-0.002884;-0.002884
19511005;0.002853;0.002853
19511006;-0.000288;-0.000288
19511008;-0.000874;-0.000947
19511009;-0.004117;-0.004137
19511010;-0.002107;-0.002151
19511011;0.004197;0.004197
19511013;0.003457;0.003457
19511015;0.002479;0.002479
19511016;-0.003682;-0.003682
19511017;-0.003038;-0.003757
19511018;-0.000457;-0.000457
19511019;-0.015195;-0.015195
19511020;-0.008428;-0.008428
19511022;-0.016314;-0.01644
19511023;0.004395;0.004322
19511024;0.008175;0.008175
19511025;-0.003461;-0.003461
19511026;-0.006691;-0.006691
19511027;-0.01597;-0.01597
19511029;0.010678;0.010678
19511030;-0.000914;-0.000984
19511031;0.012777;0.01225
19511101;0.007129;0.006558
19511102;-0.007378;-0.007378
19511103;-0.008504;-0.008504
19511105;0.003203;0.003112
19511107;-0.009121;-0.014639
19511108;0.00096;-0.000053
19511109;0.012505;0.01244
19511110;0.006006;0.006006
19511113;-0.001077;-0.004692
19511114;0.00232;0.00232
19511115;0.000609;0.000326
19511116;0.000238;-0.000322
19511117;0.000672;0.000672
19511119;-0.004593;-0.005107
19511120;-0.001809;-0.00208
19511121;-0.001646;-0.001872
19511123;-0.010688;-0.010688
19511124;-0.004503;-0.004503
19511126;0.00604;0.00604
19511127;0.010111;0.010111
19511128;-0.001615;-0.002661
19511129;0.003945;0.003709
19511130;0.009177;0.009131
19511201;0.002584;0.002584
19511203;0.003138;0.00281
19511204;0.005726;0.005686
19511205;-0.001595;-0.002647
19511206;0.013168;0.012592
19511207;0.001771;0.001699
19511208;0.001447;0.001447
19511210;0.000863;0.000863
19511211;-0.005773;-0.005833
19511212;0.003315;0.002966
19511213;0.001133;0.001133
19511214;-0.001109;-0.001109
19511215;-0.000959;-0.000959
19511217;0.002335;0.002335
19511218;0.002677;0.002648
19511219;0.00418;0.00418
19511220;0.000161;-0.000001
19511221;-0.002331;-0.002423
19511222;0.000716;0.000716
19511224;0.000453;0.000453
19511226;-0.004687;-0.005061
19511227;0.009416;0.009318
19511228;0.001613;0.001593
19511229;-0.000175;-0.000175
19511231;0.003378;0.003325
19520102;0.001704;0.00164
19520103;0.003292;0.003292
19520104;0.002006;0.002006
19520105;0.000846;0.000846
19520107;-0.001374;-0.001374
19520108;-0.004314;-0.004314
19520109;-0.003135;-0.003309
19520110;0.005586;0.005586
19520111;0.005124;0.005081
19520112;0.003461;0.003461
19520114;0.004191;0.004191
19520115;-0.004635;-0.004654
19520116;0.001718;0.001516
19520117;0.005137;0.005137
19520118;0.002344;0.002344
19520119;0.003118;0.003118
19520121;0.005986;0.005935
19520122;0.007251;0.007251
19520123;-0.004835;-0.004967
19520124;0.000962;0.00093
19520125;-0.000561;-0.000561
19520126;0.001419;0.001419
19520128;0.001327;0.001327
19520129;-0.001519;-0.001519
19520130;-0.01372;-0.014259
19520131;-0.003503;-0.003678
19520201;0.006757;0.006757
19520202;0.004354;0.004354
19520204;-0.011955;-0.012001
19520205;-0.000858;-0.000926
19520206;0.004244;0.002831
19520207;0.000821;-0.002308
19520208;0.005674;0.005646
19520209;0.000309;0.000309
19520211;-0.003074;-0.005567
19520213;-0.007742;-0.00833
19520214;-0.001761;-0.001895
19520215;-0.000101;-0.00045
19520216;-0.000346;-0.000346
19520218;-0.00431;-0.004397
19520219;-0.015984;-0.016036
19520220;-0.011015;-0.011596
19520221;0.003367;0.003367
19520223;0.008802;0.008802
19520225;-0.005109;-0.005497
19520226;-0.003572;-0.003572
19520227;0.002454;0.001717
19520228;0.00538;0.004895
19520229;-0.001687;-0.001687
19520301;0.000539;0.000539
19520303;0.001721;0.001532
19520304;0.016448;0.016276
19520305;0.001345;0.000976
19520306;0.000239;0.000135
19520307;0.001479;0.001424
19520308;0.002357;0.002357
19520310;-0.007435;-0.007435
19520311;0.001708;0.001415
19520312;0.004414;0.00434
19520313;0.000801;0.000801
19520314;0.000705;0.000705
19520315;0.003268;0.003268
19520317;0.002952;0.002952
19520318;-0.001079;-0.001159
19520319;-0.002263;-0.002605
19520320;0.003192;0.003192
19520321;0.001127;0.001127
19520322;0.000485;0.000485
19520324;-0.000705;-0.000705
19520325;-0.005511;-0.005773
19520326;-0.000022;-0.000117
19520327;0.009812;0.009812
19520328;0.007704;0.007685
19520329;0.006911;0.006911
19520331;0.00157;0.001519
19520401;-0.007947;-0.008008
19520402;-0.002271;-0.002271
19520403;0.000089;0.000089
19520404;-0.004513;-0.004513
19520405;-0.000933;-0.000933
19520407;-0.009391;-0.009411
19520408;0.005936;0.005936
19520409;0.001058;0.001013
19520410;0.007573;0.007573
19520412;0.001633;0.001633
19520414;-0.008783;-0.008783
19520415;-0.012568;-0.013042
19520416;-0.002764;-0.002952
19520417;-0.006897;-0.006897
19520418;0.003947;0.003947
19520419;0.000321;0.000321
19520421;0.008056;0.007969
19520422;-0.005181;-0.005317
19520423;-0.004014;-0.004014
19520424;-0.002317;-0.002317
19520425;0.005603;0.005603
19520426;0.001921;0.001921
19520428;-0.001335;-0.001401
19520429;-0.002007;-0.002415
19520430;-0.007148;-0.007558
19520501;-0.00675;-0.00675
19520502;0.016835;0.016746
19520503;0.001534;0.001534
19520505;0.004028;0.004028
19520506;0.001659;-0.000666
19520507;0.008121;0.006091
19520508;0.002297;0.001931
19520509;-0.000552;-0.000588
19520510;-0.001535;-0.001535
19520512;0.00027;-0.002715
19520513;0.001614;0.001414
19520514;-0.004731;-0.004746
19520515;-0.002669;-0.00289
19520516;-0.001464;-0.00167
19520517;0.000316;0.000316
19520519;0.001752;0.001677
19520520;0.005788;0.005736
19520521;0.001449;0.001449
19520522;0.006316;0.006316
19520523;-0.001067;-0.001067
19520524;0.000057;0.000057
19520526;0.003098;0.002325
19520527;-0.002127;-0.00274
19520528;-0.001543;-0.001613
19520529;0.000818;0.000641
19520602;-0.002093;-0.002316
19520603;-0.000573;-0.000786
19520604;0.007883;0.007883
19520605;0.006481;0.006142
19520606;0.006342;0.006259
19520609;0.004617;0.004602
19520610;-0.00552;-0.005812
19520611;0.003836;0.003836
19520612;-0.000281;-0.000321
19520613;0.002511;0.002511
19520616;-0.003161;-0.003161
19520617;0.001083;0.001044
19520618;0.004322;0.004153
19520619;0.003443;0.003161
19520620;0.002874;0.002874
19520623;-0.001028;-0.001115
19520624;0.001334;0.001334
19520625;0.00318;0.003082
19520626;0.00335;0.00335
19520627;0.003506;0.003485
19520630;0.004768;0.004658
19520701;0.006465;0.006465
19520702;-0.00212;-0.00212
19520703;-0.000551;-0.000551
19520707;-0.003525;-0.003525
19520708;-0.000197;-0.000197
19520709;-0.004154;-0.004154
19520710;-0.002196;-0.002238
19520711;0.006822;0.006822
19520714;0.001616;0.001598
19520715;0.005745;0.005476
19520716;0.000034;-0.000015
19520717;-0.004584;-0.004584
19520718;-0.007553;-0.007553
19520721;0.003856;0.003754
19520722;0.00222;0.002058
19520723;0.004754;0.004754
19520724;0.005051;0.005051
19520725;-0.003273;-0.003273
19520728;0.001564;0.001564
19520729;0.003066;0.002624
19520730;0.004572;0.004195
19520731;0.001528;0.001528
19520801;0.001891;0.001891
19520804;-0.001191;-0.001191
19520805;0.002342;0.001209
19520806;0.001901;-0.000716
19520807;0.003621;0.003621
19520808;0.00076;0.00076
19520811;0.000872;-0.001407
19520812;-0.006679;-0.007833
19520813;-0.000813;-0.001315
19520814;-0.00028;-0.00028
19520815;-0.002718;-0.002912
19520818;-0.01163;-0.011822
19520819;-0.000724;-0.000957
19520820;0.002346;0.002331
19520821;0.001133;0.001133
19520822;0.000563;0.000563
19520825;-0.004495;-0.004495
19520826;-0.001128;-0.001588
19520827;0.004349;0.004021
19520828;0.001787;0.001543
19520829;0.002504;0.002504
19520902;0.0049;0.004647
19520903;0.004004;0.003549
19520904;-0.000294;-0.000294
19520905;-0.001537;-0.001754
19520908;-0.004135;-0.004149
19520909;-0.010143;-0.010196
19520910;-0.006203;-0.006379
19520911;0.00107;0.000958
19520912;-0.000375;-0.000375
19520915;-0.010844;-0.010844
19520916;0.003513;0.003473
19520917;0.00226;0.002037
19520918;-0.002384;-0.002551
19520919;0.002674;0.002674
19520922;0.000733;0.000733
19520923;0.00536;0.00536
19520924;0.003391;0.003305
19520925;0.00094;0.000843
19520926;-0.003143;-0.003143
19520929;-0.001683;-0.001704
19520930;-0.006194;-0.006305
19521001;-0.00208;-0.00208
19521002;0.001354;0.001354
19521003;-0.001094;-0.001094
19521006;-0.002509;-0.002509
19521007;-0.001618;-0.001618
19521008;0.007265;0.007265
19521009;0.00007;0.000008
19521010;-0.000525;-0.000544
19521014;-0.003214;-0.003402
19521015;-0.016523;-0.016842
19521016;-0.006416;-0.006416
19521017;0.013203;0.013203
19521020;-0.003234;-0.003338
19521021;-0.002795;-0.002795
19521022;-0.011419;-0.01147
19521023;0.003688;0.003688
19521024;0.006103;0.006103
19521027;0.002676;0.002676
19521028;0.00182;0.001485
19521029;0.0007;0.000242
19521030;0.000209;0.000165
19521031;0.015341;0.015341
19521103;0.006165;0.003158
19521105;0.006409;0.002865
19521106;0.003919;0.003919
19521107;0.003606;0.001257
19521110;0.000256;-0.000357
19521112;-0.004212;-0.00481
19521113;0.001637;0.001603
19521114;0.00178;0.001742
19521117;0.002548;0.002033
19521118;0.014713;0.014135
19521119;0.007759;0.007725
19521120;-0.002059;-0.002059
19521121;-0.000153;-0.000153
19521124;0.006935;0.006658
19521125;-0.001521;-0.002643
19521126;0.006649;0.006649
19521128;0.005907;0.005631
19521201;0.000576;0.000532
19521202;0.002905;0.002387
19521203;-0.000858;-0.001116
19521204;-0.00413;-0.004174
19521205;0.001361;0.001153
19521208;0.005471;0.005425
19521209;0.006653;0.006572
19521210;0.001898;0.001637
19521211;-0.000658;-0.000658
19521212;0.003504;0.003504
19521215;0.000172;0.000135
19521216;0.00143;0.001348
19521217;-0.00069;-0.001021
19521218;-0.000342;-0.000424
19521219;0.004991;0.004991
19521222;0.005877;0.005877
19521223;-0.00392;-0.00392
19521224;0.000512;0.000253
19521226;0.001238;0.001146
19521229;0.005407;0.005387
19521230;0.006825;0.006722
19521231;-0.000521;-0.000521
19530102;-0.000836;-0.000836
19530105;0.004212;0.004212
19530106;-0.00652;-0.00652
19530107;-0.004137;-0.004137
19530108;-0.001311;-0.001311
19530109;-0.0095;-0.0095
19530112;-0.008143;-0.008202
19530113;0.0061;0.0061
19530114;0.001982;0.001982
19530115;0.002049;0.001856
19530116;-0.004461;-0.004511
19530119;-0.000437;-0.000437
19530120;0.004994;0.004994
19530121;-0.001653;-0.001653
19530122;0.001243;0.001243
19530123;-0.002068;-0.002068
19530126;-0.001668;-0.001668
19530127;0.00127;0.001116
19530128;0.003496;0.003351
19530129;0.002937;0.002937
19530130;0.006415;0.006415
19530202;0.004573;0.004393
19530203;0.002326;0.000969
19530204;-0.00264;-0.004572
19530205;-0.00918;-0.010331
19530206;-0.010565;-0.012781
19530209;-0.00401;-0.004905
19530210;-0.002582;-0.002714
19530211;0.001378;0.001251
19530213;0.004143;0.003923
19530216;-0.003784;-0.003784
19530217;-0.005548;-0.005786
19530218;0.000031;-0.00044
19530219;0.003842;0.003763
19530220;0.002378;0.002335
19530224;0.005478;0.005101
19530225;0.006344;0.005751
19530226;0.001926;0.001582
19530227;-0.00133;-0.001364
19530302;0.000894;0.000726
19530303;0.002984;0.00287
19530304;-0.008479;-0.00862
19530305;0.000593;0.000273
19530306;0.002063;0.00205
19530309;-0.000308;-0.000308
19530310;0.003421;0.003145
19530311;0.008113;0.008047
19530312;0.000282;0.000282
19530313;0.00183;0.00183
19530316;0.002354;0.002317
19530317;0.003698;0.003656
19530318;-0.003066;-0.00364
19530319;-0.000705;-0.000705
19530320;-0.001436;-0.001436
19530323;-0.005389;-0.005389
19530324;0.005309;0.005219
19530325;-0.00278;-0.00278
19530326;-0.00542;-0.005511
19530327;0.00129;0.00129
19530330;-0.015186;-0.015323
19530331;-0.012319;-0.012319
19530401;-0.001357;-0.001357
19530402;-0.000569;-0.000569
19530406;-0.025062;-0.025062
19530407;0.004197;0.004197
19530408;0.008831;0.008831
19530409;-0.002201;-0.002201
19530410;-0.002293;-0.002336
19530413;-0.002016;-0.002035
19530414;0.00408;0.003895
19530415;0.004334;0.003928
19530416;-0.002199;-0.002251
19530417;-0.01159;-0.01159
19530420;0.004427;0.004325
19530421;-0.001985;-0.002146
19530422;-0.009183;-0.009183
19530423;-0.010886;-0.010886
19530424;0.001046;0.001046
19530427;0.005485;0.005485
19530428;0.00772;0.007657
19530429;0.006714;0.006227
19530430;-0.002518;-0.002561
19530501;0.004623;0.004623
19530504;0.010658;0.010658
19530505;0.00256;0.000969
19530506;0.00185;-0.000893
19530507;-0.004491;-0.004586
19530508;0.002604;0.002604
19530511;0.000217;-0.002084
19530512;-0.005876;-0.00685
19530513;0.000064;-0.000318
19530514;0.005004;0.005004
19530515;0.000277;0.000146
19530518;-0.003236;-0.00343
19530519;-0.002035;-0.002089
19530520;0.011954;0.011802
19530521;0.00282;0.00282
19530522;-0.001037;-0.001037
19530525;-0.001381;-0.001395
19530526;-0.003901;-0.004544
19530527;-0.009166;-0.009679
19530528;-0.007582;-0.007689
19530529;0.003624;0.003519
19530601;-0.016455;-0.016455
19530602;0.003435;0.003112
19530603;-0.001659;-0.001873
19530604;-0.006032;-0.006032
19530605;0.002757;0.002528
19530608;-0.003101;-0.003116
19530609;-0.017812;-0.018007
19530610;-0.001499;-0.001685
19530611;0.00887;0.00887
19530612;0.003003;0.003003
19530615;-0.00887;-0.00887
19530616;-0.002487;-0.002778
19530617;0.013234;0.012821
19530618;0.000462;0.000462
19530619;-0.000597;-0.000597
19530622;0.005572;0.005461
19530623;0.006532;0.006532
19530624;-0.00138;-0.00138
19530625;0.004479;0.00438
19530626;0.000709;0.000709
19530629;-0.002981;-0.003003
19530630;0.000268;0.000141
19530701;0.004715;0.004715
19530702;0.002779;0.002707
19530703;0.002008;0.002008
19530706;0.001197;0.001197
19530707;0.005218;0.005218
19530708;-0.000202;-0.000202
19530709;-0.003177;-0.003177
19530710;-0.000846;-0.000889
19530713;-0.010334;-0.010353
19530714;-0.003528;-0.003528
19530715;0.003124;0.002774
19530716;0.001346;0.001346
19530717;0.006841;0.006841
19530720;-0.004843;-0.004946
19530721;-0.002755;-0.002755
19530722;0.001523;0.001469
19530723;0.001696;0.001696
19530724;-0.000077;-0.000077
19530727;-0.007007;-0.007007
19530728;0.001911;0.00168
19530729;0.006289;0.005692
19530730;0.009722;0.009722
19530731;0.010769;0.010769
19530803;0.003486;0.003486
19530804;-0.001082;-0.002474
19530805;0.002017;-0.00353
19530806;0.004576;0.004576
19530807;-0.001046;-0.001046
19530810;-0.001307;-0.001307
19530811;-0.000891;-0.001574
19530812;0.002916;0.002533
19530813;-0.001674;-0.001674
19530814;-0.004759;-0.004759
19530817;-0.002518;-0.002782
19530818;-0.003793;-0.004028
19530819;-0.005916;-0.006185
19530820;-0.00057;-0.000653
19530821;0.001982;0.001982
19530824;-0.011069;-0.011084
19530825;-0.006341;-0.006415
19530826;-0.002861;-0.00313
19530827;-0.003289;-0.003548
19530828;-0.001548;-0.001668
19530831;-0.017907;-0.018355
19530901;0.005117;0.004716
19530902;0.005806;0.005649
19530903;-0.002055;-0.002055
19530904;0.002303;0.002028
19530908;0.002211;0.002211
19530909;0.001585;0.001429
19530910;-0.010313;-0.010826
19530911;-0.011809;-0.011809
19530914;-0.018587;-0.018587
19530915;0.008887;0.008887
19530916;0.00506;0.005012
19530917;0.002243;0.002243
19530918;-0.005604;-0.005604
19530921;-0.002663;-0.002663
19530922;0.014192;0.01401
19530923;0.001212;0.001212
19530924;0.000555;0.000555
19530925;0.002343;0.00224
19530928;0.006802;0.006687
19530929;0.001351;0.001326
19530930;-0.005945;-0.006076
19531001;0.006026;0.006026
19531002;0.003695;0.003695
19531005;-0.004548;-0.004548
19531006;-0.003874;-0.003874
19531007;0.008513;0.008513
19531008;0.001411;0.001411
19531009;0.001538;0.001473
19531013;-0.003354;-0.003548
19531014;0.004843;0.004788
19531015;0.012088;0.011774
19531016;0.007732;0.007692
19531019;0.001231;0.001127
19531020;0.000524;0.000524
19531021;0.000783;0.000783
19531022;0.003948;0.003948
19531023;0.001973;0.001973
19531026;-0.00192;-0.00192
19531027;-0.002275;-0.00244
19531028;0.001923;0.001696
19531029;0.0118;0.0118
19531030;-0.001922;-0.001965
19531102;0.006513;0.004989
19531104;-0.001928;-0.006106
19531105;0.006811;0.005878
19531106;0.001109;-0.001283
19531109;-0.002152;-0.00298
19531110;-0.006563;-0.006843
19531112;0.003957;0.003602
19531113;0.00303;0.00303
19531116;-0.006522;-0.006655
19531117;-0.004579;-0.005122
19531118;0.002209;0.00187
19531119;0.004218;0.004218
19531120;0.001734;0.001651
19531123;-0.002692;-0.003553
19531124;0.006461;0.005889
19531125;0.001551;0.000704
19531127;0.00579;0.00579
19531130;0.00494;0.00494
19531201;0.001018;0.00045
19531202;0.006753;0.006486
19531203;0.0007;0.00066
19531204;0.000192;0.000192
19531207;-0.001174;-0.001418
19531208;-0.003294;-0.003641
19531209;-0.001466;-0.001514
19531210;-0.001772;-0.002093
19531211;-0.001326;-0.001331
19531214;-0.002691;-0.002691
19531215;0.000916;0.000721
19531216;0.010173;0.010128
19531217;-0.0008;-0.0008
19531218;0.001784;0.001617
19531221;-0.001468;-0.001468
19531222;-0.007633;-0.007862
19531223;-0.00268;-0.00268
19531224;0.005322;0.005322
19531228;-0.004658;-0.004767
19531229;-0.006551;-0.006625
19531230;0.0084;0.008156
19531231;0.002148;0.002148
19540104;0.005824;0.005824
19540105;0.006249;0.006249
19540106;0.001487;0.001487
19540107;-0.002913;-0.002913
19540108;-0.005417;-0.005417
19540111;-0.005178;-0.005197
19540112;0.00543;0.005387
19540113;0.005856;0.005856
19540114;0.005142;0.005142
19540115;0.009358;0.009098
19540118;0.000069;-0.00003
19540119;0.01026;0.010209
19540120;0.002428;0.002428
19540121;0.001201;0.001201
19540122;0.002974;0.002974
19540125;0.002656;0.002656
19540126;0.006611;0.006353
19540127;-0.002787;-0.002938
19540128;0.000057;0.000057
19540129;0.003037;0.003037
19540201;-0.003761;-0.003761
19540202;-0.001266;-0.002787
19540203;0.006171;0.003813
19540204;0.007617;0.007617
19540205;0.004866;0.003782
19540208;-0.000311;-0.002865
19540209;-0.001864;-0.002382
19540210;-0.001081;-0.001081
19540211;-0.00281;-0.00281
19540212;0.00265;0.00265
19540215;-0.003789;-0.003972
19540216;-0.007903;-0.008123
19540217;0.002631;0.002039
19540218;0.003746;0.003669
19540219;-0.001366;-0.00145
19540223;-0.002884;-0.003375
19540224;0.000056;-0.000455
19540225;0.003442;0.003097
19540226;0.008948;0.008905
19540301;0.003391;0.003391
19540302;0.003411;0.002938
19540303;0.000134;-0.000005
19540304;0.003709;0.00363
19540305;0.004181;0.003939
19540308;-0.002903;-0.002903
19540309;0.002137;0.00201
19540310;0.002619;0.002453
